Attitude.Acc.X,EscFeedbackLeft.Rpm,Attitude.Filtered.Yaw,MotorSetpoint.Rmotor,Attitude.Mag.X,Attitude.Mag.Z,RC_channel.[4],RC_channel.[6],Debug.[0],RC_channel.[11],Attitude.Mag.Y,EscFeedbackLeft.Current,ActuatorsCommand.Left.Speed,Debug.[2],Attitude.Filtered.Pitch,ActuatorsCommand.Left.Newtons,RCN.[2],Status.CycleTime,Data.Position.[0],Attitude.Filtered.Roll,RC_channel.[8],EscFeedbackRight.Voltage,Status.Flag,Attitude.Acc.Y,Comp_gps.Dist,EscFeedbackRight.Current,RCN.[1],ServoAngle.RServoAngle,EscFeedbackRight.Rpm,ServoAngle.LServoAngle,RC_channel.[9],Comp_gps.Update,Data.rpy.[2],Altitude.Alt,Data.rpy.[1],Altitude.Vario,Data.Velocity.[0],Data.drpy.[0],RC_channel.[0],ActuatorsCommand.Right.Servo,RC_channel.[2],Data.drpy.[2],Comp_gps.Direction,Debug.[3],Analog.Vbat,GPS.Veloc,GPS.Lat,Attitude.Acc.Z,RC_channel.[5],GPS.Fix,Debug.[1],Attitude.Gyro.X,Attitude.Gyro.Y,Attitude.Gyro.Z,Data.Velocity.[1],Status.Sensor,ActuatorsCommand.Left.Servo,RC_channel.[10],ActuatorsCommand.Right.Speed,GPS.Numsats,Analog.Rssi,Data.Position.[2],RCN.[3],Data.rpy.[0],GPS.Alt,Status.Numi2cerror,MotorSetpoint.Lmotor,RCN.[0],Data.Position.[1],RCN.[4],ActuatorsCommand.Right.Newtons,RCN.[6],GPS.GGC,GPS.Long,RC_channel.[7],Data.drpy.[1],RC_channel.[1],EscFeedbackLeft.Voltage,RCN.[5],Data.Velocity.[2],Analog.Current,Analog.Power,RC_channel.[3],Status.Gccs
1,123,-1650,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-165,1.100000023841858,-16,0,7.699999809265137,-165,600,4.400000095367432,0,2,1114,2.200000047683716,16,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-146,4,15,11160,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1114,9.899999618530273,16,1.100000023841858,1116,0,12,-16,8.800000190734863,57,2.200000047683716,57,0,24,400,5.5,700,3.299999952316284,-99,12.119999885559082,1234,0,1700,111
1,123,-1640,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-164,1.100000023841858,-18,0,7.699999809265137,-164,600,4.400000095367432,0,2,1116,2.200000047683716,18,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-144,4,15,11180,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1116,9.899999618530273,18,1.100000023841858,1118,0,12,-18,8.800000190734863,58,2.200000047683716,58,0,24,400,5.5,700,3.299999952316284,-99,12.119999885559082,1234,0,1700,111
1,123,-1630,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-163,1.100000023841858,-20,0,7.699999809265137,-163,600,4.400000095367432,0,2,1118,2.200000047683716,20,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-142,4,15,11200,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1118,9.899999618530273,20,1.100000023841858,1120,0,12,-20,8.800000190734863,59,2.200000047683716,59,0,24,400,5.5,700,3.299999952316284,-99,12.119999885559082,1234,0,1700,111
1,123,-1620,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-162,1.100000023841858,-22,0,7.699999809265137,-162,600,4.400000095367432,0,2,1120,2.200000047683716,22,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-140,4,15,11220,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1120,9.899999618530273,22,1.100000023841858,1122,0,12,-22,8.800000190734863,60,2.200000047683716,60,0,24,400,5.5,700,3.299999952316284,-53,12.119999885559082,1234,0,1700,111
1,123,-1610,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-161,1.100000023841858,-24,0,7.699999809265137,-161,600,4.400000095367432,0,2,1122,2.200000047683716,24,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-138,4,15,11240,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1122,9.899999618530273,24,1.100000023841858,1124,0,12,-24,8.800000190734863,61,2.200000047683716,61,0,24,400,5.5,700,3.299999952316284,-53,12.119999885559082,1234,0,1700,111
1,123,-1600,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-160,1.100000023841858,-26,0,7.699999809265137,-160,600,4.400000095367432,0,2,1124,2.200000047683716,26,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-136,4,15,11260,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1124,9.899999618530273,26,1.100000023841858,1126,0,12,-26,8.800000190734863,62,2.200000047683716,62,0,24,400,5.5,700,3.299999952316284,-53,12.119999885559082,1234,0,1700,111
1,123,-1590,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-159,1.100000023841858,-28,0,7.699999809265137,-159,600,4.400000095367432,0,2,1126,2.200000047683716,28,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-134,4,15,11280,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1126,9.899999618530273,28,1.100000023841858,1128,0,12,-28,8.800000190734863,63,2.200000047683716,63,0,24,400,5.5,700,3.299999952316284,-53,12.119999885559082,1234,0,1700,111
1,123,-1580,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-158,1.100000023841858,-30,0,7.699999809265137,-158,600,4.400000095367432,0,2,1128,2.200000047683716,30,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-132,4,15,11300,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1128,9.899999618530273,30,1.100000023841858,1130,0,12,-30,8.800000190734863,64,2.200000047683716,64,0,24,400,5.5,700,3.299999952316284,-53,12.119999885559082,1234,0,1700,111
1,123,-1570,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-157,1.100000023841858,-32,0,7.699999809265137,-157,600,4.400000095367432,0,2,1130,2.200000047683716,32,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-130,4,15,11320,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1130,9.899999618530273,32,1.100000023841858,1132,0,12,-32,8.800000190734863,65,2.200000047683716,65,0,24,400,5.5,700,3.299999952316284,42,12.119999885559082,1234,0,1700,111
1,123,-1560,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-156,1.100000023841858,-34,0,7.699999809265137,-156,600,4.400000095367432,0,2,1132,2.200000047683716,34,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-128,4,15,11340,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1132,9.899999618530273,34,1.100000023841858,1134,0,12,-34,8.800000190734863,66,2.200000047683716,66,0,24,400,5.5,700,3.299999952316284,42,12.119999885559082,1234,0,1700,111
1,123,-1550,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-155,1.100000023841858,-36,0,7.699999809265137,-155,600,4.400000095367432,0,2,1134,2.200000047683716,36,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-126,4,15,11360,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1134,9.899999618530273,36,1.100000023841858,1136,0,12,-36,8.800000190734863,67,2.200000047683716,67,0,24,400,5.5,700,3.299999952316284,42,12.119999885559082,1234,0,1700,111
1,123,-1540,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-154,1.100000023841858,-38,0,7.699999809265137,-154,600,4.400000095367432,0,2,1136,2.200000047683716,38,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-124,4,15,11380,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1136,9.899999618530273,38,1.100000023841858,1138,0,12,-38,8.800000190734863,68,2.200000047683716,68,0,24,400,5.5,700,3.299999952316284,42,12.119999885559082,1234,0,1700,111
1,123,-1530,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-153,1.100000023841858,-40,0,7.699999809265137,-153,600,4.400000095367432,0,2,1138,2.200000047683716,40,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-122,4,15,11400,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1138,9.899999618530273,40,1.100000023841858,1140,0,12,-40,8.800000190734863,69,2.200000047683716,69,0,24,400,5.5,700,3.299999952316284,42,12.119999885559082,1234,0,1700,111
1,123,-1520,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-152,1.100000023841858,-42,0,7.699999809265137,-152,600,4.400000095367432,0,2,1140,2.200000047683716,42,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-120,4,15,11420,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1140,9.899999618530273,42,1.100000023841858,1142,0,12,-42,8.800000190734863,70,2.200000047683716,70,0,24,400,5.5,700,3.299999952316284,99,12.119999885559082,1234,0,1700,111
1,123,-1510,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-151,1.100000023841858,-44,0,7.699999809265137,-151,600,4.400000095367432,0,2,1142,2.200000047683716,44,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-118,4,15,11440,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1142,9.899999618530273,44,1.100000023841858,1144,0,12,-44,8.800000190734863,71,2.200000047683716,71,0,24,400,5.5,700,3.299999952316284,99,12.119999885559082,1234,0,1700,111
1,123,-1500,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-150,1.100000023841858,-46,0,7.699999809265137,-150,600,4.400000095367432,0,2,1144,2.200000047683716,46,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-116,4,15,11460,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1144,9.899999618530273,46,1.100000023841858,1146,0,12,-46,8.800000190734863,72,2.200000047683716,72,0,24,400,5.5,700,3.299999952316284,99,12.119999885559082,1234,0,1700,111
1,123,-1490,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-149,1.100000023841858,-48,0,7.699999809265137,-149,600,4.400000095367432,0,2,1146,2.200000047683716,48,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-114,4,15,11480,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1146,9.899999618530273,48,1.100000023841858,1148,0,12,-48,8.800000190734863,73,2.200000047683716,73,0,24,400,5.5,700,3.299999952316284,99,12.119999885559082,1234,0,1700,111
1,123,-1480,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-148,1.100000023841858,-50,0,7.699999809265137,-148,600,4.400000095367432,0,2,1148,2.200000047683716,50,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-112,4,15,11500,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1148,9.899999618530273,50,1.100000023841858,1150,0,12,-50,8.800000190734863,74,2.200000047683716,74,0,24,400,5.5,700,3.299999952316284,99,12.119999885559082,1234,0,1700,111
1,123,-1470,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-147,1.100000023841858,-52,0,7.699999809265137,-147,600,4.400000095367432,0,2,1150,2.200000047683716,52,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-110,4,15,11520,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1150,9.899999618530273,52,1.100000023841858,1152,0,12,-52,8.800000190734863,75,2.200000047683716,75,0,24,400,5.5,700,3.299999952316284,65,12.119999885559082,1234,0,1700,111
1,123,-1460,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-146,1.100000023841858,-54,0,7.699999809265137,-146,600,4.400000095367432,0,2,1152,2.200000047683716,54,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-108,4,15,11540,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1152,9.899999618530273,54,1.100000023841858,1154,0,12,-54,8.800000190734863,76,2.200000047683716,76,0,24,400,5.5,700,3.299999952316284,65,12.119999885559082,1234,0,1700,111
1,123,-1450,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-145,1.100000023841858,-56,0,7.699999809265137,-145,600,4.400000095367432,0,2,1154,2.200000047683716,56,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-106,4,15,11560,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1154,9.899999618530273,56,1.100000023841858,1156,0,12,-56,8.800000190734863,77,2.200000047683716,77,0,24,400,5.5,700,3.299999952316284,65,12.119999885559082,1234,0,1700,111
1,123,-1440,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-144,1.100000023841858,-58,0,7.699999809265137,-144,600,4.400000095367432,0,2,1156,2.200000047683716,58,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-104,4,15,11580,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1156,9.899999618530273,58,1.100000023841858,1158,0,12,-58,8.800000190734863,78,2.200000047683716,78,0,24,400,5.5,700,3.299999952316284,65,12.119999885559082,1234,0,1700,111
1,123,-1430,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-143,1.100000023841858,-60,0,7.699999809265137,-143,600,4.400000095367432,0,2,1158,2.200000047683716,60,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-102,4,15,11600,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1158,9.899999618530273,60,1.100000023841858,1160,0,12,-60,8.800000190734863,79,2.200000047683716,79,0,24,400,5.5,700,3.299999952316284,65,12.119999885559082,1234,0,1700,111
1,123,-1420,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-142,1.100000023841858,-62,0,7.699999809265137,-142,600,4.400000095367432,0,2,1160,2.200000047683716,62,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-100,4,15,11620,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1160,9.899999618530273,62,1.100000023841858,1162,0,12,-62,8.800000190734863,80,2.200000047683716,80,0,24,400,5.5,700,3.299999952316284,-28,12.119999885559082,1234,0,1700,111
1,123,-1410,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-141,1.100000023841858,-64,0,7.699999809265137,-141,600,4.400000095367432,0,2,1162,2.200000047683716,64,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-98,4,15,11640,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1162,9.899999618530273,64,1.100000023841858,1164,0,12,-64,8.800000190734863,81,2.200000047683716,81,0,24,400,5.5,700,3.299999952316284,-28,12.119999885559082,1234,0,1700,111
1,123,-1400,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-140,1.100000023841858,-66,0,7.699999809265137,-140,600,4.400000095367432,0,2,1164,2.200000047683716,66,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-96,4,15,11660,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1164,9.899999618530273,66,1.100000023841858,1166,0,12,-66,8.800000190734863,82,2.200000047683716,82,0,24,400,5.5,700,3.299999952316284,-28,12.119999885559082,1234,0,1700,111
1,123,-1390,12,7,9,1500,300,1,400,8,1.100000023841858,3.299999952316284,3,-139,1.100000023841858,-68,0,7.699999809265137,-139,600,4.400000095367432,0,2,1166,2.200000047683716,68,-5,321,5,700,1,3.299999952316284,666,2.200000047683716,333,10.100000381469727,4.400000095367432,600,137.0,1000,6.599999904632568,-94,4,15,11680,23,3,800,1,2,4,5,6,11.109999656677246,0,128.0,100,4.400000095367432,5,1166,9.899999618530273,68,1.100000023841858,1168,0,12,-68,8.800000190734863,83,2.200000047683716,83,0,24,400,5.5,700,3.299999952316284,-28,12.119999885559082,1234,0,1700,111
